Pairs,Frequency,Dates
4-66-84,2,"2013/4/4,2013/2/28"
66-68-70,2,"2022/9/10,2016/12/10"
7-73-89,2,"2021/4/6,2019/4/18"
42-49-63,3,"2022/9/27,2022/1/8,2013/1/31"
24-38,7,"2022/2/26,2022/1/11,2021/11/27,2021/11/18,2021/5/27,2015/2/7,2011/5/26"
19-40-67,2,"2021/10/2,2020/7/11"
9-73-82,2,"2012/12/13,2012/4/21"
15-26-29,2,"2022/8/9,2015/12/31"
2-5-28-36-69-81,1,2012/10/20
3-34,8,"2018/9/15,2017/4/4,2016/5/7,2014/1/16,2013/6/4,2013/2/19,2012/8/18,2009/4/4"
25-59,15,"2022/2/10,2021/10/14,2020/12/28,2019/12/5,2018/9/8,2017/12/21,2017/12/14,2016/5/12,2015/6/30,2014/12/2,2014/9/23,2014/2/4,2013/6/22,2013/2/26,2012/11/22"
45-51-60,2,"2021/1/26,2014/8/23"
8-10-60,2,"2019/12/14,2012/11/17"
6-35-38-48-58-76,1,2009/7/16
1-19,11,"2022/10/25,2018/9/1,2018/2/3,2018/1/2,2017/5/18,2016/12/24,2016/5/17,2015/12/10,2011/10/18,2011/2/12,2010/8/7"
9-17-35,2,"2015/9/15,2015/8/22"
41-75,11,"2021/12/16,2019/8/13,2018/5/8,2018/4/24,2015/9/8,2015/7/23,2012/5/17,2011/9/29,2011/6/21,2011/3/3,2009/9/8"
10-52-60,2,"2019/12/14,2019/4/11"
4-52-65,2,"2021/11/11,2017/10/10"
12-23-32,2,"2016/4/5,2011/8/30"
1-78,8,"2017/1/5,2016/10/22,2015/9/24,2013/8/13,2013/4/11,2011/5/31,2011/2/12,2009/6/20"
25-33,7,"2020/9/29,2017/12/14,2017/9/14,2016/6/14,2015/11/21,2014/2/4,2011/11/17"
10-17-78,2,"2017/10/17,2014/5/20"
21-22-81,2,"2017/10/21,2011/5/14"
17-40-84,2,"2017/2/25,2013/7/27"
27-46-68,2,"2020/5/26,2018/4/10"
22-37,6,"2022/9/3,2021/4/1,2019/7/18,2015/1/10,2013/6/27,2012/12/24"
16-34-74,2,"2018/5/17,2013/8/3"
15-55,9,"2020/9/22,2020/7/30,2019/11/12,2019/4/16,2016/3/1,2014/7/5,2013/12/23,2013/7/11,2009/1/15"
15-49-77,2,"2017/1/31,2014/3/20"
7-65,8,"2019/11/16,2017/12/16,2014/12/4,2014/9/13,2011/3/24,2010/11/20,2010/8/7,2010/3/11"
62-82-90,2,"2019/4/16,2015/3/5"
70-89,4,"2021/12/2,2021/7/13,2018/9/25,2012/12/6"
21-46,8,"2020/8/6,2019/2/5,2018/9/27,2016/2/4,2015/3/26,2012/9/25,2011/6/4,2011/4/7"
70-75-78,2,"2017/5/9,2012/7/14"
45-51,10,"2021/3/4,2021/1/26,2018/2/1,2017/5/11,2016/6/18,2014/10/14,2014/8/23,2014/3/8,2011/7/2,2009/12/31"
30-47-90,3,"2019/7/16,2018/4/3,2018/2/8"
3-75,9,"2022/7/14,2021/2/20,2017/5/9,2016/10/31,2016/6/6,2015/5/16,2012/6/14,2011/11/24,2010/6/1"
46-54-82,2,"2017/6/20,2010/11/23"
1-68-85,2,"2020/1/14,2012/9/22"
2-58-80,2,"2016/2/23,2015/8/1"
15-22,9,"2022/1/11,2021/10/7,2020/12/29,2020/12/22,2018/11/13,2018/6/16,2017/5/13,2016/7/30,2011/10/22"
22-43-89,2,"2020/12/3,2017/12/19"
23-33-46,2,"2015/3/31,2012/9/25"
2-40-47-54-66-83,1,2010/8/12
61-69,7,"2020/11/7,2019/4/29,2018/12/18,2014/6/21,2013/11/14,2013/9/28,2010/9/21"
2-6-42,2,"2016/4/14,2012/6/23"
48-67-77,2,"2022/2/17,2017/9/21"
82-86,7,"2022/7/5,2020/5/23,2017/6/20,2017/5/6,2015/6/9,2013/4/30,2010/9/9"
12-21-39,2,"2017/9/30,2011/1/4"
22-25-85,2,"2022/4/30,2014/11/22"
5-71,7,"2022/8/18,2021/5/25,2020/6/4,2015/3/28,2010/12/23,2010/9/16,2010/3/18"
20-57-85,2,"2015/3/19,2009/11/5"
41-62,8,"2020/5/19,2018/5/10,2016/5/31,2014/9/18,2013/10/24,2011/9/3,2011/6/21,2010/11/9"
28-69,9,"2022/2/24,2020/9/8,2019/7/25,2019/2/12,2018/8/30,2017/8/17,2013/9/28,2012/10/20,2011/5/17"
2-38-55,2,"2014/11/13,2011/8/16"
2-84-88,2,"2013/6/22,2012/7/24"
10-69,6,"2021/2/27,2020/11/5,2015/3/17,2014/5/20,2011/5/31,2010/8/14"
19-26-65,2,"2022/9/24,2012/12/20"
15-61-66-67-76-79,1,2014/3/6
9-19-77,3,"2018/7/14,2018/5/3,2010/10/14"
24-36-81,2,"2014/6/19,2013/5/18"
82-90,10,"2019/12/24,2019/4/16,2017/8/1,2015/3/5,2014/11/6,2013/2/19,2010/9/4,2010/8/17,2009/12/1,2009/9/26"
13-74-81,2,"2022/8/16,2022/2/19"
32-41-45-47-78-90,1,2015/10/10
13-18-34-51-62-81,1,2017/2/4
17-27,5,"2022/7/19,2021/6/3,2016/2/11,2015/10/6,2014/1/28"
21-35-63,4,"2022/5/31,2019/11/26,2019/1/17,2010/8/31"
21-31-89,2,"2021/9/7,2021/7/29"
20-84,7,"2019/5/21,2018/11/10,2013/2/26,2012/11/13,2012/11/6,2012/1/12,2010/7/13"
9-65,9,"2022/2/19,2020/6/1,2019/10/10,2019/5/11,2018/6/16,2017/2/14,2016/9/10,2016/3/10,2010/5/27"
5-24-68-72-78-85,1,2018/1/27
7-89,7,"2021/9/7,2021/4/6,2020/6/30,2019/9/24,2019/4/18,2018/2/10,2011/1/3"
11-61,9,"2021/12/27,2021/9/25,2018/7/5,2014/4/8,2013/1/2,2012/12/11,2011/11/22,2011/1/27,2009/2/3"
12-20-26-41-70-78,1,2014/9/9
71-77,9,"2021/5/29,2018/7/19,2017/9/2,2017/6/13,2016/8/6,2016/3/29,2011/10/29,2011/1/11,2009/5/5"
27-34-42,2,"2022/9/15,2009/4/4"
8-66,6,"2019/5/7,2015/11/10,2015/7/9,2015/7/4,2012/8/2,2010/8/3"
2-88,6,"2017/1/7,2016/9/17,2016/4/2,2013/6/22,2012/7/24,2011/7/7"
13-18-51,2,"2017/2/4,2016/1/19"
53-77,8,"2022/1/20,2020/10/27,2020/1/30,2018/10/9,2015/12/3,2015/8/4,2013/7/4,2009/3/7"
58-86,12,"2021/11/20,2021/9/9,2020/5/5,2019/11/16,2016/6/14,2016/5/26,2016/4/16,2015/6/9,2015/1/31,2014/8/2,2013/3/23,2010/2/18"
69-81,14,"2021/9/14,2020/5/21,2020/1/23,2018/8/25,2017/9/23,2017/6/13,2017/4/11,2014/11/8,2014/6/21,2014/5/10,2014/1/4,2012/10/20,2012/3/10,2012/2/7"
11-38-51-58-62-63,1,2021/3/18
38-42-49,3,"2021/9/23,2017/7/11,2012/5/29"
51-60-79,3,"2020/2/27,2016/9/8,2011/8/11"
12-26-27-46-65-77,1,2012/9/13
51-74,15,"2022/4/12,2022/3/31,2020/12/29,2018/5/19,2018/1/16,2017/7/6,2017/1/28,2017/1/19,2016/1/9,2011/7/16,2011/5/3,2010/11/9,2009/8/8,2009/8/4,2009/1/27"
19-59,9,"2022/8/16,2021/8/21,2018/5/5,2017/10/12,2016/6/16,2014/2/27,2013/8/22,2013/6/22,2009/4/21"
4-35-69,2,"2017/12/2,2013/2/21"
11-24-48,3,"2016/4/28,2015/9/12,2009/5/21"
6-30-89,2,"2018/11/27,2011/9/15"
12-33-59,2,"2016/4/9,2014/2/4"
16-26-30-52-57-83,1,2013/11/12
3-10-77,2,"2021/8/31,2012/9/27"
49-66-77,2,"2019/9/28,2012/12/10"
59-71,8,"2021/5/25,2018/9/11,2017/6/22,2016/3/22,2015/4/28,2013/3/2,2009/10/3,2009/4/21"
19-57,5,"2017/6/10,2016/10/1,2013/5/2,2012/5/5,2010/4/3"
15-82-84,2,"2018/3/10,2014/12/16"
14-27-45-47-52-84,1,2019/3/26
7-18-20-32-45-55,1,2020/11/17
58-81,7,"2017/7/29,2017/7/4,2015/8/1,2014/3/11,2013/10/17,2012/10/13,2012/6/7"
12-35-75-76-82-84,1,2011/5/10
28-41,7,"2022/7/9,2021/8/5,2021/2/2,2020/10/24,2018/7/3,2012/8/14,2011/5/17"
15-50,6,"2019/9/10,2018/11/13,2018/11/10,2016/4/21,2015/10/27,2014/9/20"
11-13-19-34-49-52,1,2022/9/6
6-29-56-72-82-83,1,2015/2/24
11-68-85,2,"2018/4/21,2017/9/7"
37-48-77,2,"2022/3/24,2019/11/7"
9-33-86,2,"2014/4/5,2011/7/30"
23-54-73,3,"2020/2/25,2018/4/17,2017/8/29"
9-22-61,2,"2012/5/2,2011/10/22"
46-50-52-86,2,"2017/8/22,2010/6/17"
3-80,10,"2022/8/27,2022/3/8,2022/3/5,2021/8/19,2019/12/31,2019/12/19,2018/10/27,2017/8/10,2014/11/29,2011/3/31"
87-89,14,"2021/8/14,2021/4/10,2020/12/3,2019/12/23,2019/4/20,2019/4/6,2016/8/13,2015/11/19,2014/7/29,2014/3/22,2012/7/31,2012/4/3,2010/11/30,2009/4/7"
14-75-85,2,"2019/6/25,2016/5/3"
50-57-89,2,"2021/10/16,2020/1/28"
14-31,6,"2021/7/29,2015/10/3,2015/8/20,2015/1/3,2011/8/13,2009/1/7"
19-52-89,2,"2014/12/18,2011/9/15"
28-50,7,"2020/3/19,2020/1/18,2019/12/21,2017/12/28,2016/1/12,2010/11/11,2010/6/26"
9-31-33-37-79-86,1,2014/4/5
55-73-77,2,"2018/4/5,2016/3/29"
1-39-40-52-54-64,1,2009/3/19
15-59-81,2,"2017/7/1,2013/7/11"
36-61-75-81-82-89,1,2013/9/21
39-49,16,"2021/5/25,2018/1/30,2017/9/9,2017/8/3,2013/8/24,2013/5/16,2013/4/18,2012/9/6,2012/6/14,2012/5/29,2012/3/24,2012/3/20,2011/1/4,2010/5/27,2010/5/4,2009/9/5"
24-28-34-55-62-87,1,2020/10/17
23-67-68,2,"2019/6/18,2011/8/18"
8-43-56,2,"2019/1/15,2016/7/2"
32-40-49,3,"2022/10/27,2015/9/19,2009/7/21"
32-49,11,"2022/10/27,2022/4/21,2018/7/31,2016/2/20,2016/1/23,2015/9/19,2013/12/12,2011/8/2,2011/3/22,2010/10/26,2009/7/21"
14-41-60,2,"2017/3/18,2011/9/6"
25-37-43-50-58-60,1,2012/2/2
8-38-51,2,"2021/9/23,2015/7/4"
6-8-24-28-36-63,1,2015/12/24
23-32-33,2,"2015/10/8,2010/11/18"
15-51,10,"2022/4/12,2022/3/31,2020/12/29,2020/12/22,2019/11/12,2019/3/9,2017/1/28,2014/3/20,2012/10/25,2009/3/14"
6-61-82,2,"2021/11/25,2013/6/25"
41-55-82,2,"2011/8/9,2011/5/17"
55-62,13,"2021/8/12,2020/10/17,2020/7/21,2019/4/16,2017/10/17,2015/9/22,2015/5/9,2014/12/23,2013/5/25,2011/12/15,2010/5/18,2009/11/19,2009/5/19"
43-90,11,"2022/7/21,2019/3/28,2019/3/23,2019/2/21,2019/2/9,2018/2/8,2016/10/20,2012/5/24,2011/10/11,2011/7/19,2009/3/21"
39-61,5,"2021/6/26,2018/12/18,2016/10/13,2013/3/5,2010/12/2"
11-64-82,3,"2021/11/30,2018/3/10,2014/4/8"
3-9-62,2,"2011/9/3,2009/4/16"
8-39,11,"2022/10/20,2020/12/28,2019/8/17,2018/11/5,2016/8/18,2015/7/11,2015/4/27,2014/5/10,2012/11/17,2012/2/18,2011/11/10"
24-42-84,3,"2018/11/6,2013/1/15,2010/10/9"
28-40,4,"2022/10/27,2019/10/22,2016/8/25,2014/3/13"
32-50,8,"2021/10/16,2020/1/18,2016/6/30,2015/10/22,2013/8/6,2010/6/19,2009/11/26,2009/2/14"
3-51-55-64-77-79,1,2018/7/7
9-20-47-58-65-78,1,2019/5/11
2-78-79,2,"2022/7/19,2019/6/6"
1-56-70,2,"2019/1/3,2013/9/3"
24-37-46-49-62-71,1,2018/12/29
21-25-61,2,"2021/7/8,2014/7/3"
54-64,6,"2019/6/8,2011/10/15,2010/6/15,2010/3/23,2009/4/27,2009/3/19"
14-16,11,"2021/8/10,2021/1/9,2018/12/22,2017/1/31,2017/1/12,2016/5/24,2014/4/22,2013/8/6,2011/6/3,2010/7/31,2009/6/6"
12-59-80,2,"2018/10/27,2016/10/6"
8-16-74,2,"2018/2/6,2014/2/8"
4-7-36-72-78-81,1,2016/10/15
29-33-67-75-83-86,1,2013/4/20
16-28-38-52-69-73,1,2022/2/24
16-18-20-26-32-35,1,2011/2/26
8-46-72-81,2,"2021/4/22,2017/9/23"
39-52-59,2,"2020/3/21,2013/3/5"
11-49-58-71-76-89,1,2018/12/20
11-37-90,2,"2017/2/23,2014/1/11"
19-69,10,"2019/3/2,2017/10/31,2017/8/5,2017/6/10,2014/10/14,2014/6/12,2014/1/4,2012/3/3,2009/11/24,2009/8/29"
25-41-87,2,"2021/3/30,2018/4/28"
5-34,6,"2022/7/2,2021/2/11,2018/2/15,2015/2/28,2013/10/22,2012/8/18"
2-36-90,2,"2017/6/3,2009/3/12"
8-52,6,"2021/3/9,2019/12/14,2016/3/8,2014/2/8,2013/1/22,2011/1/22"
16-34-50-58-80-90,1,2012/10/11
8-26-32-40-62-88,1,2010/2/2
15-18-74,2,"2018/9/20,2012/12/6"
12-42-65,2,"2019/10/10,2019/8/22"
56-71,5,"2018/1/13,2012/1/5,2011/9/24,2011/7/19,2010/7/17"
2-25-50-63-76-85,1,2011/2/24
54-65-68,2,"2022/4/2,2016/12/10"
11-15-20,4,"2021/10/23,2021/7/6,2018/11/8,2010/7/15"
23-32-55,2,"2015/10/8,2011/8/30"
22-46,11,"2022/5/24,2020/12/22,2020/3/12,2020/2/1,2019/8/6,2018/11/13,2017/8/17,2015/12/19,2015/11/7,2014/4/10,2011/4/7"
26-28-48-52-55-90,1,2010/3/9
17-59-61,3,"2021/8/12,2020/10/3,2019/2/16"
58-60,13,"2021/11/20,2021/4/27,2020/11/12,2020/10/13,2020/2/22,2017/9/26,2015/10/20,2014/8/23,2014/7/22,2014/1/7,2012/10/13,2012/9/4,2012/2/2"
6-14-19-59-79-81,1,2018/5/5
3-16-22-39-49-71,1,2013/5/16
36-74,6,"2018/2/6,2017/7/6,2016/1/9,2014/3/25,2011/4/30,2009/8/27"
7-46-73,3,"2019/4/18,2015/12/19,2010/11/20"
3-71,6,"2018/5/15,2018/2/13,2018/1/11,2016/10/27,2014/6/14,2013/5/16"
11-19-27-41-61-83,1,2018/7/5
34-38,9,"2022/7/2,2020/11/10,2020/1/11,2019/1/8,2018/4/12,2016/2/16,2014/2/22,2013/1/17,2010/4/15"
39-86,13,"2020/6/20,2020/5/5,2019/1/10,2018/12/18,2018/9/8,2018/6/26,2017/3/23,2016/12/12,2015/5/30,2014/10/30,2014/8/12,2013/12/24,2012/12/29"
17-25-52,2,"2018/2/20,2012/1/28"
1-3-35-42-55-61,1,2020/8/29
45-81,12,"2021/12/11,2020/2/11,2019/9/24,2019/6/29,2018/2/22,2017/12/5,2017/7/1,2015/4/14,2013/9/5,2013/4/9,2011/9/17,2010/5/11"
41-47-49-55-77-90,1,2009/10/20
19-87-89,2,"2014/3/22,2010/11/30"
29-72,15,"2020/2/4,2020/1/16,2019/11/23,2019/10/17,2019/4/30,2018/7/24,2018/3/22,2017/8/31,2016/5/3,2015/2/24,2014/8/2,2013/7/16,2010/10/28,2010/9/14,2009/8/11"
5-27-36-40-46-64,1,2012/8/23
13-18-37-48,2,"2019/7/2,2013/10/31"
41-43-57,2,"2020/3/10,2013/7/25"
69-74,10,"2022/10/15,2020/2/13,2019/6/22,2019/4/29,2015/10/1,2015/9/26,2013/12/28,2012/3/3,2010/9/21,2009/8/27"
18-28-31-33-55-78,1,2015/4/30
43-69,5,"2020/2/13,2016/9/1,2015/4/16,2013/2/16,2009/5/7"
40-47-83,2,"2021/9/16,2010/8/12"
19-20-32-51-63-79,1,2019/4/23
12-15-19-24-46-73,1,2020/10/10
23-29,5,"2019/11/21,2019/7/20,2018/9/13,2018/3/22,2014/11/4"
29-82-87,2,"2012/7/31,2011/11/26"
40-56-82,2,"2012/10/6,2009/10/13"
37-45-49,2,"2021/8/7,2011/2/3"
8-14-25,3,"2021/10/14,2017/4/29,2011/4/21"
4-5-11-15-20-46,1,2010/7/15
6-25-62,2,"2019/7/6,2011/3/15"
6-11-12-28-59-79,1,2014/7/17
22-27-87,2,"2015/7/16,2013/6/27"
30-88,9,"2022/3/22,2022/1/27,2016/9/6,2016/7/23,2016/4/19,2015/7/2,2012/6/26,2010/9/2,2010/3/30"
22-47-61,2,"2021/7/31,2016/4/30"
28-57-85,3,"2014/10/25,2011/3/8,2009/11/5"
43-51-81,2,"2022/5/7,2019/11/9"
35-54-62,2,"2014/1/21,2011/4/23"
34-39-59,2,"2013/3/5,2010/4/15"
70-85,8,"2021/7/3,2017/9/7,2016/12/10,2014/4/24,2013/8/31,2013/7/30,2010/11/23,2009/3/26"
2-49-74,2,"2016/2/13,2015/10/1"
18-25-35-38-45-75,1,2017/2/9
27-28-32-40-49-72,1,2022/10/27
12-44-71,2,"2021/4/15,2010/12/23"
8-44-48,2,"2012/9/11,2011/9/1"
15-45-60,2,"2019/1/19,2014/5/3"
36-67,8,"2022/2/17,2021/5/20,2020/9/12,2018/7/21,2018/3/6,2015/11/26,2015/1/13,2014/11/25"
6-59-79,2,"2018/5/5,2014/7/17"
78-85-90,2,"2016/8/11,2015/5/12"
9-22-84,2,"2017/1/10,2012/5/2"
22-23-41,2,"2013/3/12,2012/8/14"
20-31-72,2,"2016/12/1,2011/5/26"
16-28-57,2,"2016/8/25,2012/5/3"
8-56,11,"2022/7/26,2019/1/15,2016/7/2,2016/3/3,2015/4/27,2014/5/22,2014/3/1,2012/6/4,2012/2/18,2011/10/6,2009/6/6"
3-16-22-31-45-56,1,2016/9/24
25-39-48-74-86-89,1,2017/3/23
14-61-80,2,"2017/10/5,2016/6/9"
45-66-88,2,"2018/6/4,2011/10/8"
5-36-79,2,"2018/12/15,2012/7/19"
16-19,10,"2021/3/27,2017/10/12,2017/6/29,2015/1/7,2014/6/19,2013/7/18,2012/3/3,2010/6/10,2010/4/3,2009/1/2"
2-57-71,2,"2017/9/2,2011/7/5"
1-12-65-67,2,"2019/8/22,2016/3/17"
15-25-55,2,"2016/3/1,2009/1/15"
2-17-69,2,"2018/3/15,2015/10/1"
34-64,10,"2021/11/30,2020/2/4,2017/8/14,2017/5/27,2016/5/26,2015/10/20,2013/6/6,2011/4/19,2009/10/22,2009/1/2"
6-18,4,"2022/4/23,2019/4/27,2013/1/29,2010/1/26"
6-17-32,2,"2018/12/11,2017/8/12"
34-64-78,2,"2017/5/27,2013/6/6"
8-61,6,"2019/4/29,2015/7/2,2014/6/26,2012/12/11,2012/7/17,2009/2/7"
45-69,9,"2020/2/18,2018/3/15,2014/12/16,2014/10/14,2014/5/20,2013/11/14,2011/4/28,2011/4/21,2010/1/9"
38-61-86,2,"2020/10/15,2016/1/7"
29-31-58,2,"2022/2/1,2019/11/16"
29-39-41,2,"2011/6/11,2010/12/30"
9-15-86,3,"2019/3/9,2011/10/22,2010/12/16"
21-26-47,2,"2016/11/5,2009/9/12"
53-61,7,"2018/7/31,2015/6/27,2014/9/6,2013/6/8,2012/7/17,2010/10/28,2009/12/15"
45-50,8,"2020/12/19,2020/6/6,2016/1/26,2015/8/18,2014/3/8,2012/10/23,2012/3/29,2010/7/20"
19-28-85,2,"2022/8/20,2016/2/27"
20-25-80,2,"2022/5/21,2012/6/28"
32-55-76,2,"2021/8/26,2009/1/29"
38-40-81,2,"2015/2/7,2010/11/16"
25-32-44-56-77-87,1,2015/2/12
3-53,5,"2022/10/22,2018/11/17,2018/2/13,2017/12/16,2009/3/17"
35-68,11,"2022/4/2,2022/1/8,2021/12/14,2020/1/25,2018/4/10,2016/11/3,2016/5/21,2013/6/15,2012/1/3,2011/7/14,2011/1/29"
36-75-90,2,"2014/5/17,2011/12/22"
22-27-52,2,"2022/4/9,2013/6/27"
13-17-25-55-64-85,1,2009/1/17
68-70-74,2,"2021/7/13,2015/8/20"
27-38-70-75-78-82,1,2012/7/14
16-55,6,"2020/8/8,2020/6/20,2018/8/30,2013/11/16,2013/7/30,2009/12/12"
24-25-73,3,"2022/7/7,2022/5/24,2021/7/8"
17-52-55-67,2,"2018/2/20,2010/1/30"
63-83-85,2,"2017/1/24,2010/2/16"
6-88,6,"2021/11/25,2017/7/22,2015/10/31,2012/10/9,2012/3/22,2010/3/25"
28-78,16,"2021/2/2,2019/3/14,2018/10/6,2017/6/15,2017/5/2,2016/11/19,2016/3/31,2015/8/29,2015/6/16,2015/4/30,2014/3/25,2014/3/13,2013/9/28,2012/4/24,2012/4/17,2011/12/10"
51-52-54,2,"2014/2/25,2011/5/3"
5-76-77,3,"2021/8/31,2014/12/30,2012/5/15"
13-18-19,3,"2017/9/26,2015/9/3,2014/6/12"
34-72-79,2,"2020/2/4,2016/4/12"
38-56-61-67-72-82,1,2016/7/14
58-68-70-74-76-89,1,2021/7/13
3-10,7,"2021/8/31,2021/8/17,2018/5/15,2012/9/27,2012/9/18,2011/8/4,2010/6/19"
24-30-36-42-71-86,1,2015/9/5
10-28-62,2,"2022/10/6,2014/7/26"
19-72,8,"2022/7/28,2021/3/27,2019/6/1,2019/1/26,2018/5/22,2016/5/14,2013/11/23,2013/7/27"
3-7-17-26-55-72,1,2015/8/8
41-44,13,"2021/8/5,2020/10/29,2018/8/2,2018/4/24,2016/11/26,2016/11/17,2016/9/29,2015/7/23,2015/2/26,2014/2/1,2012/1/19,2010/11/6,2009/7/7"
31-39-53-56-68-90,1,2010/11/2
5-73,5,"2015/1/27,2013/10/22,2013/4/6,2012/9/8,2010/11/20"
34-62-81,2,"2017/2/4,2013/6/4"
8-48-81,2,"2017/9/23,2010/12/21"
39-46-89,2,"2015/3/14,2012/8/16"
11-88,5,"2021/7/1,2014/4/17,2011/10/20,2009/8/22,2009/8/13"
3-18-64,2,"2018/10/2,2013/7/2"
56-76-80,2,"2022/3/12,2021/9/18"
7-32-58-60-66-69,1,2014/7/22
62-84,10,"2020/1/30,2019/3/7,2018/5/10,2015/10/6,2015/6/18,2013/10/8,2013/2/28,2012/11/13,2011/4/23,2009/12/29"
6-26-65,2,"2012/12/20,2009/2/28"
29-32-56-90,2,"2022/7/23,2012/5/24"
55-73-90,2,"2017/12/18,2015/4/11"
15-17-47-53-64-80,1,2013/1/24
25-42-71,2,"2022/8/18,2015/8/11"
2-52-76,2,"2020/11/26,2018/9/6"
30-32-49-53-72-84,1,2010/10/26
21-45-83,2,"2019/8/29,2018/8/14"
18-27,2,"2014/6/12,2009/2/5"
25-49,6,"2022/8/2,2021/10/26,2017/8/3,2016/5/10,2011/2/3,2010/2/4"
39-54,6,"2020/12/28,2018/4/17,2016/5/19,2015/11/17,2009/3/19,2009/2/21"
14-31-37-49-74-78,1,2011/8/13
15-18-22-26-66-77,1,2021/10/7
61-87-88,2,"2019/3/16,2017/11/28"
29-36,5,"2020/10/20,2017/8/26,2011/4/30,2010/4/8,2009/3/5"
2-16,8,"2022/6/18,2018/8/21,2017/11/16,2013/12/7,2013/7/20,2010/4/3,2009/8/20,2009/3/31"
11-16-61,2,"2012/12/11,2011/11/22"
5-17-37-40-55-79,1,2018/2/17
20-42,12,"2022/4/7,2021/6/17,2020/6/13,2019/9/26,2019/8/24,2017/11/25,2015/6/23,2014/6/28,2012/6/28,2011/12/29,2010/12/4,2009/3/3"
18-45-90,2,"2011/8/25,2010/5/8"
19-21,6,"2021/1/12,2020/8/4,2016/12/24,2014/10/14,2013/11/7,2013/8/22"
30-84,8,"2022/1/10,2019/5/28,2016/9/6,2015/12/15,2011/11/17,2010/10/26,2010/10/9,2009/4/2"
11-40-82,2,"2019/12/10,2009/10/13"
38-50-53,2,"2019/9/19,2009/3/17"
8-39-65,2,"2022/10/20,2016/8/18"
14-29-34-62-65-89,1,2014/4/12
30-52-87,2,"2021/6/29,2012/1/26"
41-50-63,2,"2022/11/5,2018/7/10"
16-69-73,2,"2022/2/24,2019/5/30"
9-16-19,2,"2017/10/12,2015/1/7"
55-86,11,"2022/3/17,2021/12/30,2021/11/2,2020/6/20,2020/2/15,2017/9/16,2016/11/10,2015/4/11,2014/7/24,2012/6/23,2009/1/29"
60-82,6,"2022/6/16,2019/1/24,2017/12/9,2017/5/6,2013/12/31,2012/9/4"
8-53-75,2,"2022/3/15,2011/9/10"
36-81-89,2,"2018/6/28,2013/9/21"
13-19,14,"2022/9/6,2022/9/1,2022/8/16,2022/5/14,2021/12/28,2018/5/22,2017/9/26,2015/9/3,2014/12/13,2014/6/12,2014/1/23,2012/5/8,2012/5/5,2011/3/24"
24-83,6,"2021/7/27,2020/8/25,2017/6/15,2012/11/15,2011/5/19,2009/6/11"
55-56,5,"2022/6/23,2018/5/19,2015/5/14,2010/1/30,2009/7/7"
45-79,12,"2020/6/6,2019/10/12,2018/3/31,2015/4/14,2014/9/25,2014/4/19,2013/11/26,2012/10/23,2011/7/21,2010/12/7,2009/12/31,2009/8/22"
3-11-14,2,"2022/10/1,2013/8/19"
64-89,9,"2021/8/14,2018/9/25,2014/7/1,2014/4/3,2013/3/26,2012/2/25,2010/11/30,2010/9/2,2009/4/30"
36-67-77,2,"2022/2/17,2015/11/26"
13-45,9,"2021/3/23,2021/3/4,2018/6/30,2018/3/15,2011/9/17,2011/7/21,2010/9/25,2010/8/26,2010/5/11"
7-27,8,"2021/4/6,2020/9/5,2018/8/18,2018/4/5,2017/6/1,2017/1/5,2011/7/12,2009/2/5"
30-76,12,"2022/9/3,2022/2/5,2021/2/16,2019/10/19,2019/2/14,2018/7/17,2016/7/23,2015/8/18,2012/7/26,2011/8/9,2010/4/17,2009/9/24"
20-44-59,2,"2016/11/17,2014/8/26"
12-89,10,"2018/11/27,2016/4/16,2016/2/18,2015/1/22,2012/5/31,2012/3/17,2011/1/3,2010/12/9,2009/7/23,2009/4/2"
7-18,4,"2020/11/17,2018/10/2,2014/10/7,2009/2/5"
3-18-25,3,"2021/2/20,2016/10/31,2012/9/18"
6-46-73,2,"2017/5/20,2015/5/2"
11-15,11,"2021/12/23,2021/10/23,2021/7/6,2021/5/18,2018/11/8,2018/3/29,2018/3/10,2016/4/23,2015/1/20,2013/8/20,2010/7/15"
39-49-75,2,"2012/6/14,2012/3/24"
31-41-83,2,"2022/7/9,2014/9/4"
35-88,10,"2020/11/12,2019/8/20,2018/3/17,2018/2/10,2017/12/23,2013/9/10,2013/2/21,2011/1/20,2009/11/3,2009/7/25"
57-61-83,2,"2015/5/28,2013/9/28"
11-41-55,2,"2011/6/11,2011/2/8"
12-51-69,2,"2013/1/3,2010/6/24"
18-76,8,"2020/7/18,2019/9/3,2019/4/20,2017/4/18,2016/7/26,2016/3/19,2012/11/6,2012/7/26"
20-30-75,2,"2017/6/24,2013/11/26"
3-5-9-41-58-62,1,2011/9/3
6-38-48,2,"2017/10/3,2009/7/16"
7-28-45,2,"2014/1/30,2011/7/12"
17-78,12,"2022/7/19,2019/1/26,2018/2/15,2017/10/17,2017/2/16,2016/3/31,2015/8/13,2015/7/2,2014/5/20,2012/7/3,2010/8/19,2009/2/17"
18-22-71,2,"2016/3/10,2015/1/17"
17-19,8,"2021/11/16,2020/10/24,2019/6/1,2019/1/26,2017/11/30,2016/3/15,2014/2/22,2013/7/27"
4-82,6,"2021/5/13,2019/6/15,2016/9/3,2014/1/14,2010/8/17,2009/7/18"
33-59-65-73,2,"2020/7/4,2019/5/30"
4-41-54,2,"2011/12/1,2010/4/20"
5-21-49,2,"2019/5/7,2009/9/12"
40-47-59-64-79-89,1,2014/4/3
